Area,Year,Top10,Top5,Top1,Top0.5,Top0.1,Top0.01,Atkin05,Gini,RMeanDev,Theil,Small Businesses As % of Total Number of Businesses,Small Business Share of Employment,Total Firms Per Capita,HighSchool Grads As % of Total Population,College Grads As % of Total Population,Real GDP Per Capita,Real GDP Per Capita (% Change),Real GDP in Millions of 2009 US Dollars,Real GDP (% Change)," Agriculture, Forestry & Fishing (Millions of US Dollars) ", All Industry Total , Construction ," Finance, Insurance & Real Estate ", Government , Manufacturing , Mining , Retail Trade , Services ,Transportation and public utilities,Wholesale trade,Agshare,Constructionshare,FIREshare,Governmentshare,Manufacturingshare,Miningshare, RetailTradeshare , Serviceshare ,Transhare,Wholesaleshare,Numberofpoor,Povertyrate, % Union Members Total , % Union Coverage Total , % Union Members Private Construction , % Union Coverage Private Construction , % Union Members Private Manufacturing , % Union Coverage Private Manufacturing , % Union Members Private , % Union Coverage Private , % Union Members Public , % Union Coverage Public , Right to Work Dummy , Population , Land Area (Sq. Miles) , Density (People per Sq. Mile) , Ethnic Minorities as a Percentage of Total Pop ,Total Revenue,Total Taxes,Total Gen Sales Tax (T09),Total Select Sales Tax,Total Income Taxes,Individual Income Tax (T40),Corp Net Income Tax (T41),Total Expenditure,Public Welf-Total Exp,Construction,Manufacturing,Forestry & Fishing,Wholesale Trade,Retail Trade,"Finance, Insurance & Real Estate",Mining,Transportation and Utilities,Services,Government & Government Enterprises,Personal Income,Incorporated Self Employed,Un-incorporated Self Employed,Total Self Employed
Vermont,2009,41.59,28.23,13.68,10.26,5.48,2.25,0.25,0.59,0.82,0.64,94.47,0.433344916, 0.0299208 ,70.66%,24.53%,40367.01946,-2.7,25222,-2.6, 237.00 ," 25,222.00 "," 1,043.00 "," 4,937.00 "," 3,840.00 "," 2,643.00 ", 226.00 ,1999,2136,1063,1192,0.009396559,0.041352787,0.195741813,0.152248037,0.10478947,0.008960431,0.079256205,0.084687971,0.042145746,0.047260328,67,10.8,12.3,14.1,4.5,4.5,6.1,7.0,5.3,5.9,45.0,52.8, -   ,624817," 9,616 ", 64.98 ,0.043043003,4559365,2505704,321162,500844,619670,532911,86759,5467079,1359222,1389816,2097115,67040,67040,1313276,733729,45471,624988,6130818,3307637,25130695,"15,699","34,861",50560
Virginia,2009,40.08,29.92,13.55,9.92,5.00,1.90,0.28,0.57,0.84,0.78,95.52,0.337414976, 0.0189410 ,66.58%,25.56%,51706.56794,-0.7,409823,0.5," 1,465.00 "," 409,823.00 "," 16,514.00 "," 75,408.00 "," 78,423.00 "," 38,860.00 "," 2,280.00 ",21171,74140,15824,16552,0.003574714,0.040295445,0.184001386,0.191358221,0.094821423,0.005563377,0.051658887,0.180907367,0.038611791,0.040388168,835,10.7,4.7,5.4,4.1,5.4,9.2,9.2,2.6,3.1,12.0,13.4, 1 ,7925937," 42,775 ", 185.29 ,0.282069237,26194045,16607511,3372974,2265379,9827845,9194355,633490,42204081,7888513,13520479,15651661,249109,249109,12888477,13934718,729364,7948562,98236522,64249244,350577657,"124,944","216,316",341260
Washington,2009,41.86,30.44,15.39,11.73,6.50,2.81,0.28,0.57,0.83,0.78,96.05,0.386221, 0.0218393 ,68.35%,21.96%,52691.39845,-3.7,351316,-2.2," 5,650.00 "," 351,316.00 "," 14,895.00 "," 64,129.00 "," 53,442.00 "," 47,555.00 ", 651.00 ,22356,35738,12757,18819,0.016082387,0.042397727,0.182539366,0.152119459,0.135362466,0.001853033,0.063635018,0.101726081,0.036312038,0.053567159,779,11.6,20.2,21.5,25.1,25.1,25.0,26.3,12.6,13.1,52.7,57.8, -   ,6667426," 71,298 ", 93.51 ,0.174240404,24387004,16407536,10035359,3075425, -   , -   , -   ,43453465,8189020,12521368,21206881,1899420,1899420,12729688,9947088,284396,6905357,61641423,43344628,278991093,"144,818","242,835",387653
West Virginia,2009,46.12,32.09,15.32,11.79,6.69,3.00,0.23,0.58,0.79,0.56,93.59,0.376253142, 0.0162650 ,64.14%,14.88%,34357.53812,-0.3,63485,0.1, 196.00 ," 63,485.00 "," 2,926.00 "," 7,982.00 "," 10,770.00 "," 6,917.00 "," 7,813.00 ",4475,4256,3768,2947,0.003087343,0.046089627,0.125730488,0.169646373,0.108954871,0.123068441,0.070489092,0.067039458,0.059352603,0.046420414,306,16.8,13.9,15.4,27.0,27.0,20.6,21.5,10.3,10.8,27.2,32.1, -   ,1847775," 24,230 ", 76.26 ,0.056848372,11112547,4787352,1110017,1116306,1977933,1557403,420530,11501520,2860952,2507385,3173342,106714,106714,2658580,1522031,2397353,1912693,11951666,8261133,58042232,"22,694","39,354",62048
Wisconsin,2009,42.09,29.21,15.37,12.03,7.09,3.35,0.26,0.58,0.81,0.69,95.47,0.361642937, 0.0197130 ,66.74%,18.98%,43359.24381,-3.1,245815,-2.6," 2,845.00 "," 245,815.00 "," 9,509.00 "," 49,156.00 "," 30,675.00 "," 44,996.00 ", 519.00 ,14747,21322,11561,14149,0.011573744,0.038683563,0.199971523,0.124788967,0.183048227,0.002111344,0.059992271,0.086740028,0.047031304,0.057559547,567,10.1,15.2,15.8,24.1,24.9,17.4,17.8,8.3,8.6,53.5,55.7, -   ,5669264," 65,496 ", 86.56 ,0.11270246,8518436,14447245,4084147,2563252,6628049,5971177,656872,35646272,7736417,8815793,28539268,326800,326800,9553062,11581044,261237,6512018,45737302,26055661,215498897,"114,803","199,998",314801
Wyoming,2009,42.92,33.27,20.68,17.40,12.12,7.28,0.33,0.63,0.90,1.15,94.05,0.494963091, 0.0316441 ,65.38%,14.11%,66471.25753,-5,37214,-2.6, 359.00 ," 37,214.00 "," 2,017.00 "," 4,151.00 "," 5,082.00 "," 1,694.00 "," 12,418.00 ",1953,1411,3036,1267,0.009646907,0.054200032,0.111544043,0.136561509,0.045520503,0.333691621,0.052480249,0.037915838,0.0815822,0.034046327,53,9.6,7.7,8.3,5.5,5.5,3.8,5.0,5.2,5.7,14.9,16.0, 1 ,559851," 97,813 ", 5.72 ,0.061402052,4787884,2763610,989738,130565, -   , -   , -   ,5577990,704647,1764127,611873,61957,61957,1115426,716793,2465564,1154529,3882704,4360370,24381004,"13,634","26,177",39811
Alabama,2010,46.24,32.43,16.75,12.43,7.69,3.95,0.26,0.59,0.85,0.77,94.34,0.347640569, 0.0157813 ,61.90%,14.58%,36382.72403,1.6,174102.1765,2.2," 2,440.00 "," 176,221.00 "," 7,402.00 "," 26,421.00 "," 31,972.00 "," 27,602.00 "," 3,453.00 ",12562,16738,10128,9931,0.01384625,0.042004074,0.149931052,0.181431271,0.156632864,0.019594713,0.071285488,0.094983004,0.057473286,0.056355372,732,15.4,10.1,11.2,4.8,4.8,13.0,14.5,5.7,6.2,28.9,32.3, 1 ,4785298," 52,420 ", 91.29 ,0.296916305,27058029,8419911,2097434,2348046,3044245,2616000,428245,27699687,6032533,6607939,14529754,476701,476701,7038084,6119958,608938,4879318,32580857,24988142,161256950,"60,894","115,273",176167
Alaska,2010,35.26,25.56,12.31,9.47,4.81,1.80,0.26,0.56,0.81,0.67,94.65,0.381315411, 0.0230565 ,62.77%,16.84%,75026.89343,-3.6,53568.07651,-1.5, 366.00 ," 54,220.00 "," 2,112.00 "," 5,404.00 "," 9,395.00 "," 1,172.00 "," 17,389.00 ",1975,3236,5964,1114,0.006750277,0.038952416,0.099668019,0.173275544,0.02161564,0.320711914,0.036425673,0.059682774,0.109996311,0.020545924,83,11.7,22.9,24.8,21.4,22.2,2.8,2.8,11.2,12.5,55.4,58.8, -   ,713985," 665,384 ", 1.07 ,0.319391864,12381555,4522927,0,263005,643068,0,643068,11011201,1799863,2219362,721307,463730,463730,1553285,1135235,2132563,1824655,6959547,8532162,34711427,"12,019","25,433",37452
Arizona,2010,48.65,33.92,16.86,12.52,7.41,3.34,0.26,0.62,0.86,0.73,94.60,0.31172115, 0.0159307 ,63.89%,20.44%,38099.34039,-0.4,244359.1492,0.7," 1,645.00 "," 247,333.00 "," 10,111.00 "," 52,045.00 "," 36,600.00 "," 21,042.00 "," 6,261.00 ",18886,27138,13140,14564,0.006650952,0.040880109,0.210424812,0.147978636,0.085075586,0.02531405,0.076358593,0.10972252,0.053126756,0.058884176,1128,17.2,6.4,8.1,5.3,6.3,2.0,2.0,3.6,4.2,19.7,26.4, 1 ,6413737," 113,990 ", 56.27 ,0.152478656,33362229,10719958,4939718,1777508,2829517,2416324,413193,33015591,9211757,7825408,12151178,406597,406597,11080426,10302867,1057660,5943780,53743244,28808332,215052605,"124,924","231,636",356560
Arkansas,2010,46.74,33.54,17.44,12.83,8.12,4.60,0.26,0.59,0.83,0.78,94.44,0.35572061, 0.0174808 ,61.09%,12.35%,35483.00768,2.3,103667.3681,3.2," 2,523.00 "," 104,929.00 "," 4,194.00 "," 15,534.00 "," 14,470.00 "," 15,049.00 "," 3,117.00 ",7340,9323,7052,7523,0.02404483,0.039969884,0.148042962,0.137902772,0.143420789,0.029705801,0.069952063,0.088850556,0.06720735,0.071696099,545,18.7,4.0,5.4,6.2,6.2,6.0,7.3,2.7,3.7,10.6,13.9, 1 ,2921606," 53,179 ", 54.94 ,0.197041969,19876100,7559898,2615290,1089344,2476447,2091082,385365,18008650,4290502,3629121,8264395,554994,554994,4143405,2892438,762595,3654477,16904988,12146574,92913782,"45,537","86,226",131763
California,2010,50.28,38.89,22.03,17.38,11.04,5.65,0.31,0.67,0.94,1.02,97.50,0.364730646, 0.0184864 ,60.32%,21.70%,51871.22899,-0.1,1937357.361,0.9," 30,642.00 "," 1,960,935.00 "," 60,013.00 "," 415,704.00 "," 264,850.00 "," 222,619.00 "," 20,227.00 ",113629,243858,72051,105673,0.015626219,0.030604278,0.211992748,0.13506312,0.113526965,0.010314977,0.057946337,0.124358023,0.036743186,0.053889089,6352,16.9,17.5,18.6,15.7,16.5,8.4,9.1,9.3,10.0,56.6,59.6, -   ,37349363," 163,695 ", 228.16 ,0.258515734,281667095,107195465,33552099,7381087,54761025,45646436,9114589,257236917,63848655,54469401,115688797,6566707,6566707,70039926,107505494,4514175,39494762,408535651,227508602,1617134250,"572,383","1,501,423",2073806
Colorado,2010,44.17,33.07,17.64,14.02,8.56,4.26,0.28,0.61,0.86,0.84,95.62,0.364240724, 0.0249194 ,66.43%,27.87%,50513.07719,-0.2,255044.1131,1.3," 2,403.00 "," 258,148.00 "," 10,212.00 "," 47,973.00 "," 34,164.00 "," 19,702.00 "," 12,874.00 ",14479,35408,10500,13826,0.009308614,0.039558703,0.185835257,0.132342687,0.07632056,0.049870617,0.056087981,0.137161628,0.040674342,0.053558424,661,13.2,6.6,8.0,5.4,6.4,5.1,6.1,3.8,4.8,21.8,25.7, -   ,5049071," 104,094 ", 48.50 ,0.115333296,27395534,8575262,2039414,1465335,4449951,4089948,360003,26996775,4414802,8452852,9667227,248880,248880,8895469,6880865,6043174,5206003,54123879,28726717,201569924,"160,187","192,013",352200
Connecticut,2010,58.48,50.18,32.71,26.44,17.45,9.67,0.38,0.67,0.96,1.37,94.67,0.350793881, 0.0203370 ,67.48%,26.85%,63623.87992,0.5,227587.263,0.9, 305.00 ," 230,357.00 "," 6,578.00 "," 68,404.00 "," 24,407.00 "," 28,056.00 ", 156.00 ,11415,25558,7896,13976,0.001324032,0.028555677,0.296947781,0.105952934,0.121793564,0.00067721,0.049553519,0.110949526,0.034277231,0.060671045,356,10.1,16.7,17.4,17.3,17.3,11.3,11.5,8.3,8.8,64.4,66.4, -   ,3577073," 5,543 ", 645.33 ,0.174786201,26851795,12344106,3145579,2223116,6276598,5768846,507752,27456676,6029549,7141865,24208602,76269,76269,8022083,30488194,41519,4485647,45045214,20050588,222404940,"52,733","127,186",179919
Delaware,2010,40.25,28.16,13.34,9.98,5.19,1.91,0.24,0.56,0.79,0.64,89.69,0.340188353, 0.0218712 ,69.16%,39.47%,63327.97279,-0.3,56980.54675,0.6, 423.00 ," 57,674.00 "," 1,750.00 "," 23,622.00 "," 6,264.00 "," 4,423.00 ", 2.00 ,2501,6310,1668,2291,0.007334327,0.030342962,0.409577973,0.108610466,0.07668967,3.47E-05,0.043364428,0.109408052,0.028921178,0.039723272,123,13.7,11.4,12.5,10.4,10.4,8.4,9.2,5.8,6.4,38.9,42.2, -   ,899769," 2,489 ", 361.50 ,0.281356659,7968952,2763032,0,462914,995524,853107,142417,7826826,1656504,1443567,1940262,(D),(D),1739382,4394541,(D),897363,9673124,4935901,36971906,"14,941","19,018",33959
District of Columbia,2010,43.94,35.54,20.35,14.82,8.53,3.73,0.32,0.64,0.92,1.04,86.64,0.281392255, 0.0279807 ,64.96%,19.61%,170059.5565,0.8,102793.0091,3, (L) ," 104,044.00 "," 1,077.00 "," 11,863.00 "," 38,350.00 ", 251.00 , -   ,1193,24785,1679,916,#VALUE!,0.01035139,0.114019069,0.368594056,0.002412441,0,0.011466303,0.238216524,0.016137403,0.008803968,123,19.9,9.0,10.5,0.0,0.0,0.0,0.0,5.9,6.7,16.7,19.9, -   ,604453, 68 ," 8,889.01 ",0.582877411,11644004,5029797,860466,499645,1435702,1107139,328563,13682059,2679348,898343,136787,456,456,748132,2215718,-14450,644295,35810636,33484245,37436702,"8,298","17,930",26228
Florida,2010,52.66,39.93,23.64,19.00,11.85,6.00,0.31,0.68,0.95,1.04,97.46,0.317429501, 0.0212723 ,66.81%,20.74%,38262.17267,-1,720986.5932,0.1," 7,037.00 "," 729,761.00 "," 31,343.00 "," 159,981.00 "," 100,876.00 "," 36,497.00 "," 1,265.00 ",55040,88303,37893,49015,0.009642883,0.042949678,0.219223828,0.138231558,0.050012264,0.001733444,0.075421953,0.12100263,0.051925219,0.067165826,2822,14.9,5.6,6.9,2.6,2.9,2.5,3.3,2.3,3.1,23.3,27.8, 1 ,18843326," 65,758 ", 286.56 ,0.212497358,90757028,30484883,17535295,7704172,1793180,0,1793180,81831697,20880282,25799046,21771329,1580934,1580934,33784229,29174566,242000,16113352,176394223,81203477,728063852,"477,686","461,287",938973
Georgia,2010,47.18,33.04,16.42,12.43,6.92,2.95,0.28,0.63,0.90,0.80,95.44,0.322693992, 0.0175283 ,62.38%,20.02%,41502.16146,-0.7,403093.3539,0.3," 3,650.00 "," 407,999.00 "," 14,417.00 "," 76,894.00 "," 58,895.00 "," 45,707.00 "," 1,253.00 ",24811,48143,24668,31993,0.0089461,0.035335871,0.188466148,0.144350844,0.112027235,0.003071086,0.060811424,0.117997838,0.060460933,0.078414408,1783,18.4,4.0,5.0,4.2,4.2,3.4,3.9,2.5,3.0,11.1,14.5, 1 ,9712587," 59,425 ", 163.44 ,0.366150954,44888723,14782779,4864691,1651375,7701113,7016412,684701,44482207,9886063,11508540,22677400,776249,776249,14827264,14897666,432906,13115303,78999902,49379902,336504092,"168,414","250,451",418865
Hawaii,2010,34.96,23.77,11.29,8.22,4.76,2.12,0.24,0.56,0.80,0.63,94.03,0.37878155, 0.0186144 ,63.55%,18.96%,48933.63568,1.4,66726.93322,2.7, 414.00 ," 67,539.00 "," 3,751.00 "," 15,707.00 "," 15,334.00 "," 1,247.00 ", 89.00 ,4527,5837,4483,2096,0.006129792,0.055538282,0.232561927,0.227039192,0.018463406,0.001317757,0.067027939,0.08642414,0.066376464,0.031033921,162,12.1,21.8,23.5,34.4,37.1,13.3,18.7,14.6,16.3,50.2,52.1, -   ,1363621," 10,932 ", 124.74 ,0.744274252,11609211,4837862,2316434,727946,1607643,1527790,79853,11286331,1960542,3021447,728676,49612,49612,2557896,2282548,33328,1747055,14055751,13425873,56908597,"18,669","46,711",65380
Idaho,2010,40.23,28.01,13.93,10.03,5.74,2.47,0.24,0.63,0.86,0.66,94.86,0.438202408, 0.0233288 ,62.44%,16.72%,34842.75548,0.3,54753.6481,1.3," 3,055.00 "," 55,420.00 "," 2,657.00 "," 9,634.00 "," 8,202.00 "," 6,305.00 "," 1,239.00 ",4200,5729,2603,3078,0.055124504,0.047942981,0.17383616,0.147997113,0.113767593,0.02235655,0.075784915,0.103374233,0.046968603,0.055539516,248,15.7,7.1,8.6,8.1,8.1,6.2,6.8,3.6,4.3,21.7,26.4, 1 ,1571450," 83,569 ", 18.80 ,0.058603837,8859444,2951703,1126671,382936,1167081,1068754,98327,8514075,1784787,1982562,3454938,403585,403585,3038630,1758691,508866,1356030,10612864,6719620,49842157,"39,779","67,395",107174
Illinois,2010,48.29,36.62,20.44,15.90,9.52,4.48,0.30,0.62,0.88,0.92,95.99,0.335940021, 0.0197468 ,65.93%,22.37%,50245.4434,0.6,645310.5704,0.9," 5,334.00 "," 653,164.00 "," 21,566.00 "," 146,393.00 "," 72,881.00 "," 84,818.00 "," 2,294.00 ",34402,87064,34602,47485,0.008166402,0.033017741,0.224129009,0.111581471,0.129857126,0.003512135,0.052669774,0.133295773,0.052975975,0.072699965,1807,14.2,15.5,16.4,34.5,34.9,12.0,12.8,9.5,10.1,50.2,52.6, -   ,12843166," 57,914 ", 221.76 ,0.218588158,73558697,27795759,6859971,6072665,12119931,9433245,2686686,74482545,18099471,18533382,44194615,342614,342614,21238961,31872643,1438041,20054690,140201256,64506151,535463835,"220,690","315,135",535825
Indiana,2010,42.53,28.94,14.10,10.15,5.57,2.25,0.25,0.57,0.81,0.65,94.76,0.332047566, 0.0170956 ,64.51%,15.09%,43094.02232,5.8,279706.9662,6.3," 3,560.00 "," 283,111.00 "," 10,438.00 "," 41,536.00 "," 28,477.00 "," 83,335.00 "," 1,760.00 ",16632,21241,15040,14740,0.012574573,0.036868931,0.146712773,0.100585989,0.294354511,0.006216643,0.058747276,0.07502711,0.05312404,0.052064385,989,15.6,10.9,12.2,28.2,28.2,17.5,18.3,8.2,8.9,26.8,32.1, -   ,6490621," 36,420 ", 178.22 ,0.13064374,35574061,13795221,5941044,2549406,4465440,3868093,597347,35474194,7996960,9065164,31878419,472012,472012,9968157,14151075,577749,8404052,48836787,23887403,227692069,"93,892","156,970",250862
Iowa,2010,37.47,25.30,12.10,8.70,4.70,1.96,0.23,0.55,0.78,0.60,94.73,0.351204817, 0.0207883 ,66.72%,17.20%,45799.15663,1.6,139682.0692,2.2," 7,281.00 "," 141,382.00 "," 5,319.00 "," 28,527.00 "," 17,628.00 "," 26,729.00 ", 320.00 ,8344,8609,7465,8367,0.051498776,0.037621479,0.201772503,0.124683482,0.189055184,0.002263372,0.059017414,0.060891768,0.052800215,0.059180094,315,10.4,11.4,13.8,14.5,17.2,18.0,19.5,7.1,7.9,31.1,40.8, 1 ,3049883," 56,273 ", 54.20 ,0.068100317,21078589,6809344,2121842,1063729,2842175,2650037,192138,19108896,4662116,5035679,12701615,435549,435549,5332039,8013648,126662,4235844,21144926,14807083,115762598,"44,607","139,659",184266
Kansas,2010,42.73,30.76,16.40,12.83,7.79,3.87,0.27,0.59,0.83,0.80,93.91,0.363005252, 0.0206948 ,63.81%,20.78%,44433.5008,2.3,127042.8881,3.3," 5,046.00 "," 128,589.00 "," 4,717.00 "," 18,457.00 "," 19,249.00 "," 19,693.00 "," 2,323.00 ",8192,11696,7381,8713,0.039241304,0.036682764,0.143534828,0.149693986,0.153146848,0.018065309,0.063706849,0.090956458,0.057399933,0.067758517,402,14.3,6.8,9.1,10.3,11.6,12.5,16.3,4.5,5.8,16.0,22.0, 1 ,2859169," 82,278 ", 34.75 ,0.123727209,16538168,6492996,2150270,812404,3039961,2687542,352419,16583949,3341973,4318811,11101197,379026,379026,4863715,5050886,1689000,3580039,22837784,15841954,112083904,"48,144","120,683",168827
Kentucky,2010,44.70,31.09,15.26,10.83,6.23,2.93,0.25,0.57,0.81,0.68,94.07,0.33763274, 0.0160073 ,61.26%,15.73%,37686.05776,3.8,163793.6315,4.6," 1,816.00 "," 165,787.00 "," 6,156.00 "," 23,544.00 "," 26,823.00 "," 28,654.00 "," 6,533.00 ",10194,12920,10595,10719,0.010953814,0.037131983,0.142013548,0.161791938,0.17283623,0.039405985,0.061488536,0.077931322,0.063907303,0.06465525,689,16,8.9,10.1,15.7,15.7,12.9,13.3,7.2,8.0,18.1,21.4, -   ,4346266," 40,408 ", 107.56 ,0.109812653,27772056,9531404,2794057,1890689,3538303,3154488,383815,29097531,7191181,5084386,13677022,376940,376940,6351101,5910587,2023631,5888054,29111166,23140219,143617957,"49,033","132,218",181251
Louisiana,2010,43.62,30.97,16.27,12.50,7.16,3.15,0.28,0.62,0.88,0.81,94.94,0.390135107, 0.0178906 ,63.89%,16.60%,50303.38684,3.6,228590.059,4.8," 1,830.00 "," 231,372.00 "," 10,900.00 "," 28,328.00 "," 26,797.00 "," 52,798.00 "," 21,710.00 ",13406,17375,13293,10251,0.007909341,0.047110281,0.122434867,0.115817817,0.228195287,0.093831579,0.057941324,0.075095517,0.057452933,0.044305275,947,21.1,4.3,5.5,2.0,2.8,16.6,20.2,3.2,4.1,9.3,11.7, 1 ,4544228," 52,378 ", 86.76 ,0.360168548,32176876,8758633,2579946,2262851,2679536,2286500,393036,33615486,6436385,10291613,11606304,502918,502918,7797387,5391296,5821890,7099193,37353395,24108183,169191480,"73,563","132,928",206491
Maine,2010,41.10,28.01,13.04,9.08,4.90,2.10,0.23,0.55,0.78,0.61,95.10,0.417545516, 0.0254398 ,68.79%,20.98%,38180.47416,1.3,50687.13754,1.1, 747.00 ," 51,304.00 "," 2,046.00 "," 10,357.00 "," 7,602.00 "," 5,514.00 ", 17.00 ,4355,4676,2140,2692,0.014560268,0.039879931,0.201875097,0.148175581,0.107477,0.000331358,0.084886169,0.091142991,0.041712147,0.052471542,178,13.4,11.6,13.0,5.9,5.9,17.1,17.7,5.1,5.6,48.9,55.8, -   ,1327567," 35,380 ", 37.52 ,0.044323187,9290505,3489953,989645,677269,1478662,1303370,175292,9024322,2908167,2482701,3341527,463659,463659,2764903,2350027,10851,1060004,11878573,6484812,49827077,"25,312","63,368",88680
Maryland,2010,39.07,29.59,14.37,10.92,6.11,2.60,0.26,0.57,0.82,0.73,95.08,0.365740997, 0.0187083 ,66.88%,26.25%,53697.00491,1.6,310689.9039,2.6, 825.00 ," 314,471.00 "," 13,929.00 "," 66,297.00 "," 66,743.00 "," 19,724.00 ", 408.00 ,16400,43454,12386,13784,0.002623453,0.044293432,0.210820712,0.212238966,0.062721205,0.001297417,0.052151073,0.138181263,0.03938678,0.043832341,537,9.3,11.6,12.9,6.7,7.5,10.2,11.4,6.1,6.7,29.1,32.4, -   ,5785982," 12,406 ", 466.39 ,0.387178356,37408265,15237748,3753778,2503903,7091684,6200292,891392,37521125,8772071,12561433,9901474,99974,99974,10377234,16166668,113453,5716512,72187155,50309943,288737386,"104,787","143,911",248698
Massachusetts,2010,50.94,41.30,24.36,18.67,12.15,6.38,0.33,0.63,0.90,1.07,95.44,0.319657714, 0.0209548 ,70.71%,29.25%,60157.69841,2.7,394469.3085,3.4, 816.00 ," 399,270.00 "," 12,516.00 "," 90,865.00 "," 46,752.00 "," 43,444.00 ", 157.00 ,17447,62603,11398,21056,0.00204373,0.031347209,0.22757783,0.117093696,0.108808576,0.000393218,0.043697247,0.156793648,0.028547098,0.052736244,688,10.6,14.5,15.6,15.6,15.6,7.3,9.4,7.0,7.9,62.1,64.4, -   ,6557254," 10,554 ", 621.31 ,0.15665521,51013137,20090563,4625682,2188170,11962894,10128035,1834859,52448089,13772343,12512207,24766211,1141200,1141200,13326420,35715281,121168,6398665,107783981,34266668,348325560,"93,117","226,370",319487
Michigan,2010,48.50,33.31,16.88,12.60,7.67,3.76,0.27,0.60,0.85,0.76,96.22,0.363873502, 0.0176506 ,68.20%,19.36%,38725.28123,5.4,382511.831,5.1," 3,267.00 "," 387,167.00 "," 11,935.00 "," 66,701.00 "," 50,175.00 "," 67,384.00 "," 1,720.00 ",26168,47472,17707,24516,0.008438219,0.030826491,0.172279662,0.129595239,0.174043759,0.004442527,0.067588405,0.122613756,0.045734786,0.063321512,1449,15,16.5,17.3,21.7,21.7,17.4,18.1,11.1,11.6,48.9,51.7, -   ,9877574," 96,714 ", 102.13 ,0.196118399,66107007,22208870,9012729,3422442,6163244,5531349,631895,63907650,14469837,9793618,36528124,317138,317138,14668434,16526082,1042499,9328422,84664679,42522443,347723348,"180,297","241,629",421926
Minnesota,2010,43.71,32.46,17.13,13.34,7.75,3.59,0.27,0.59,0.83,0.79,95.48,0.341181465, 0.0221608 ,67.09%,22.28%,50506.08399,2.7,268216.8015,3.3," 6,212.00 "," 271,481.00 "," 9,439.00 "," 53,656.00 "," 30,026.00 "," 36,999.00 "," 2,632.00 ",15008,33291,11907,18580,0.022881896,0.034768547,0.197641824,0.110600742,0.136285781,0.009694969,0.055281953,0.122627366,0.043859423,0.068439412,528,10,15.6,16.1,25.0,25.0,8.4,8.6,8.4,8.6,57.0,59.2, -   ,5310584," 86,936 ", 61.09 ,0.128660049,39908374,17208877,4426608,3456295,7179853,6458111,721742,37904398,10727038,7919310,20982445,321147,321147,9414354,14608207,944822,6755111,54014452,25015758,223700193,"120,273","170,710",290983
Mississippi,2010,45.83,32.91,17.43,12.74,8.24,4.88,0.26,0.61,0.85,0.80,94.02,0.355620899, 0.0154251 ,56.20%,11.63%,31586.25157,0.8,93812.30426,1.2," 2,383.00 "," 94,954.00 "," 4,690.00 "," 13,332.00 "," 17,463.00 "," 14,493.00 "," 1,654.00 ",7579,6478,5985,4577,0.025096362,0.049392337,0.140404828,0.183910104,0.152631801,0.017418961,0.079817596,0.068222508,0.06303052,0.048202287,510,17.4,4.5,5.6,7.3,7.3,6.4,6.8,3.7,4.2,7.4,11.2, 1 ,2970036," 48,432 ", 61.32 ,0.39747599,20978857,6268823,2849099,1225508,1668812,1352481,316331,20022652,5181703,3826789,7308970,404589,404589,4304713,2298620,1223502,2808297,16839845,14346261,90800430,"41,745","73,787",115532
Missouri,2010,44.48,31.39,16.49,12.54,7.60,3.63,0.27,0.59,0.83,0.78,95.33,0.346143663, 0.0196510 ,65.17%,15.61%,42119.3541,0.7,252557.3767,1.3," 3,501.00 "," 255,631.00 "," 9,262.00 "," 47,483.00 "," 33,406.00 "," 32,244.00 "," 1,056.00 ",16065,30124,13111,15833,0.013695522,0.036231912,0.185748207,0.130680551,0.126134937,0.004130954,0.062844491,0.117841733,0.051288772,0.061936933,910,15.4,9.9,11.1,32.2,33.6,16.5,17.1,8.5,9.0,18.2,23.8, -   ,5996231," 69,707 ", 86.02 ,0.159067588,33914202,9707053,2919117,1609482,4533443,4326507,206936,30781944,7327029,8863913,16774247,376053,376053,10461504,13117718,398823,6921396,52764026,28652433,220251923,"81,890","185,706",267596
Montana,2010,43.84,31.05,15.97,11.80,7.09,3.52,0.26,0.61,0.85,0.74,95.92,0.523564959, 0.0316460 ,70.00%,20.21%,37689.5434,2.7,37346.49318,3.4," 1,583.00 "," 37,801.00 "," 2,029.00 "," 6,435.00 "," 6,196.00 "," 2,030.00 "," 2,486.00 ",2469,2684,2792,2005,0.041877199,0.053675829,0.170233592,0.163911008,0.053702283,0.065765456,0.065315732,0.071003413,0.07386048,0.053040925,163,16.5,12.7,14.4,11.7,11.7,10.9,10.9,5.6,6.5,41.4,46.5, -   ,990898," 147,040 ", 6.74 ,0.099190835,7476954,2142809,0,532013,808039,714814,93225,7052380,1305718,1804686,954825,167603,167603,2279485,1318267,937011,1197617,7541272,5209101,35125691,"27,127","51,693",78820
